Company ,Salesperson ,Total Sales ,Total Lbs ,Sales Mar 2020,Sales Apr 2020,Sales May 2020,Sales Jun 2020,Sales Jul 2020,Sales Aug 2020,Pounds Shipped Mar 2020,Pounds Shipped Apr 2020,Pounds Shipped May 2020,Pounds Shipped Jun 2020,Pounds Shipped Jul 2020,Pounds Shipped Aug 2020
Company-1483,Salesperson6,2862.0,1860.0,,,2862.0,,,,,,1860.0,,,
Company-1484,Salesperson10,174.0,140.0,,,174.0,,,,,,140.0,,,
Company-1485,Salesperson7,7906.0,2032.0,,,,1237.0,2464.0,4205.0,,,,436.0,846.0,750.0
Company-1486,Salesperson6,1999.0,300.0,,,1999.0,,,,,,300.0,,,
Company-1487,Salesperson13,3654.0,551.0,,,,3654.0,,,,,,551.0,,
Company-1488,Salesperson13,1226.0,619.0,389.0,,229.0,608.0,,,63.0,,240.0,316.0,,
Company-1489,Salesperson13,2751.0,2332.0,908.0,149.0,1191.0,370.0,,133.0,702.0,23.0,1283.0,185.0,,139.0
Company-149,Salesperson8,432.0,137.0,272.0,,,160.0,,,111.0,,,26.0,,
Company-1490,Salesperson13,2911.0,1443.0,,,1775.0,,1136.0,,,,903.0,,540.0,
Company-1491,Salesperson7,45576.0,42601.0,6425.0,6089.0,,31069.0,1785.0,208.0,11456.0,11394.0,,17442.0,2232.0,77.0
Company-1492,Salesperson8,11227.0,13793.0,1403.0,2982.0,3022.0,2459.0,1166.0,195.0,1400.0,3667.0,3874.0,3082.0,1508.0,262.0
Company-1493,Salesperson6,393.0,346.0,393.0,,,,,,346.0,,,,,
Company-1494,Salesperson13,564.0,355.0,,91.0,234.0,,,239.0,,33.0,181.0,,,141.0
Company-1495,Salesperson7,1055.0,146.0,,,,,,1055.0,,,,,,146.0
Company-1496,Salesperson7,179.0,104.0,179.0,,,,,,104.0,,,,,
Company-1497,Salesperson13,1684.0,816.0,506.0,353.0,825.0,,,,224.0,434.0,158.0,,,
Company-1498,Salesperson7,3353.0,4574.0,2182.0,587.0,,,584.0,,2928.0,826.0,,,820.0,
Company-1499,Salesperson6,5918.0,7427.0,,5918.0,,,,,,7427.0,,,,
Company-15,Salesperson11,6915.0,19784.0,,6472.0,443.0,,,,,18908.0,876.0,,,
Company-15,Salesperson3,3319.0,8152.0,,3319.0,,,,,,8152.0,,,,
Company-150,Salesperson8,1152.0,162.0,,502.0,,456.0,194.0,,,78.0,,62.0,22.0,
Company-1500,Salesperson9,5713.0,3688.0,1116.0,1695.0,1600.0,,1067.0,235.0,1058.0,1055.0,1296.0,,136.0,143.0
Company-1501,Salesperson9,560.0,160.0,560.0,,,,,,160.0,,,,,
Company-1502,Salesperson5,161.0,8.0,161.0,,,,,,8.0,,,,,
Company-1503,Salesperson9,4037.0,2162.0,,692.0,,,3345.0,,,622.0,,,1540.0,
Company-1504,Salesperson9,271.0,320.0,,,,271.0,,,,,,320.0,,
Company-1505,Salesperson17,7232.0,1304.0,,,,,,7232.0,,,,,,1304.0
Company-1506,Salesperson6,3266.0,812.0,,855.0,,2173.0,238.0,,,437.0,,331.0,44.0,
Company-1507,Salesperson7,871.0,510.0,,,871.0,,,,,,510.0,,,
Company-1508,Salesperson6,986.0,164.0,986.0,,,,,,164.0,,,,,
Company-1509,Salesperson7,1973.0,1868.0,,,1973.0,,,,,,1868.0,,,
Company-151,Salesperson5,531.0,242.0,531.0,,,,,,242.0,,,,,
Company-1510,Salesperson8,1563.0,168.0,679.0,,,,884.0,,68.0,,,,100.0,
Company-1511,Salesperson8,559.0,131.0,559.0,,,,,,131.0,,,,,
Company-1512,Salesperson6,15450.0,14736.0,8356.0,,3576.0,3518.0,,,10212.0,,4144.0,380.0,,
Company-1513,Salesperson6,373.0,573.0,,373.0,,,,,,573.0,,,,
Company-1514,Salesperson9,702.0,596.0,424.0,,278.0,,,,379.0,,217.0,,,
Company-1515,Salesperson13,244.0,43.0,244.0,,,,,,43.0,,,,,
Company-1516,Salesperson7,43712.0,74798.0,509.0,6503.0,17274.0,14597.0,4829.0,,683.0,10572.0,31227.0,22168.0,10148.0,
Company-1517,Salesperson7,1094.0,1798.0,1094.0,,,,,,1798.0,,,,,
Company-1518,Salesperson7,9229.0,8082.0,1669.0,1031.0,,3849.0,2680.0,,1326.0,968.0,,2992.0,2796.0,
Company-1519,Salesperson7,282.0,362.0,,,282.0,,,,,,362.0,,,
Company-152,Salesperson6,2984.0,2206.0,,,,2610.0,374.0,,,,,2032.0,174.0,
Company-1520,Salesperson7,53208.0,82687.0,16732.0,21838.0,9772.0,1607.0,3259.0,,27909.0,33424.0,14415.0,2326.0,4613.0,
Company-1521,Salesperson5,195.0,124.0,,195.0,,,,,,124.0,,,,
Company-1522,Salesperson14,5714.0,3115.0,5714.0,,,,,,3115.0,,,,,
Company-1523,Salesperson13,2976.0,541.0,,1297.0,1679.0,,,,,259.0,282.0,,,
Company-1524,Salesperson6,1200.0,156.0,585.0,280.0,,335.0,,,78.0,33.0,,45.0,,
Company-1525,Salesperson9,5301.0,3091.0,1655.0,785.0,,135.0,2726.0,,1120.0,390.0,,71.0,1510.0,
Company-1526,Salesperson13,6734.0,2490.0,3064.0,1547.0,920.0,857.0,346.0,,1384.0,596.0,112.0,112.0,286.0,
Company-1527,Salesperson8,2995.0,709.0,681.0,,1068.0,1061.0,185.0,,104.0,,392.0,196.0,17.0,
Company-1528,Salesperson7,181.0,14.0,94.0,,,,87.0,,7.0,,,,7.0,
Company-1529,Salesperson13,427.0,402.0,283.0,,,,144.0,,254.0,,,,148.0,
Company-153,Salesperson8,1816.0,1790.0,,,375.0,,1441.0,,,,342.0,,1448.0,
Company-1530,Salesperson6,7039.0,4830.0,7039.0,,,,,,4830.0,,,,,
Company-1531,Salesperson7,1851.0,2738.0,450.0,,193.0,,1208.0,,586.0,,272.0,,1880.0,
Company-1532,Salesperson6,1375.0,241.0,,,,1047.0,328.0,,,,,190.0,51.0,
Company-1533,Salesperson5,184122.0,238521.0,48789.0,41076.0,33664.0,45132.0,11476.0,3985.0,48872.0,45557.0,48132.0,75349.0,16115.0,4496.0
Company-1534,Salesperson8,1989.0,336.0,,,1669.0,,,320.0,,,298.0,,,38.0
Company-1535,Salesperson8,5058.0,5973.0,625.0,3941.0,492.0,,,,209.0,5619.0,145.0,,,
Company-1536,Salesperson5,4815.0,5856.0,3376.0,641.0,401.0,,397.0,,4158.0,813.0,440.0,,445.0,
Company-1537,Salesperson8,1715.0,1778.0,,,1715.0,,,,,,1778.0,,,
Company-1538,Salesperson9,2608.0,388.0,,,,2608.0,,,,,,388.0,,
Company-1539,Salesperson13,925.0,386.0,,,,,925.0,,,,,,386.0,
Company-154,Salesperson6,735.0,714.0,,370.0,,365.0,,,,256.0,,458.0,,
Company-1540,Salesperson6,4174.0,2963.0,247.0,323.0,2211.0,1393.0,,,38.0,54.0,1937.0,934.0,,
Company-1541,Salesperson5,861.0,802.0,90.0,160.0,,611.0,,,82.0,168.0,,552.0,,
Company-1542,Salesperson5,10991.0,17040.0,299.0,3354.0,3948.0,2790.0,600.0,,456.0,5306.0,6270.0,4230.0,778.0,
Company-1543,Salesperson13,749.0,120.0,749.0,,,,,,120.0,,,,,
Company-1544,Salesperson13,1604.0,1164.0,288.0,,,,1316.0,,270.0,,,,894.0,
Company-1545,Salesperson9,2713.0,2392.0,339.0,,,519.0,1855.0,,270.0,,,246.0,1876.0,
Company-1546,Salesperson7,1722.0,2394.0,,,,,,1722.0,,,,,,2394.0
Company-1547,Salesperson6,63398.0,81012.0,3481.0,20488.0,10396.0,4758.0,24275.0,,694.0,29898.0,14004.0,4316.0,32100.0,
Company-1548,Salesperson6,192.0,21.0,,,192.0,,,,,,21.0,,,
Company-1549,Salesperson6,884.0,696.0,665.0,,,,219.0,,450.0,,,,246.0,
Company-155,Salesperson5,32454.0,43945.0,3568.0,11934.0,9966.0,3836.0,1911.0,1239.0,5322.0,14925.0,16288.0,2910.0,2904.0,1596.0
Company-1550,Salesperson9,1178.0,324.0,,514.0,,,664.0,,,108.0,,,216.0,
Company-1551,Salesperson13,7645.0,3826.0,,,7645.0,,,,,,3826.0,,,
Company-1552,Salesperson6,2111.0,1376.0,2111.0,,,,,,1376.0,,,,,
Company-1552,Salesperson7,1281.0,655.0,,,627.0,,654.0,,,,305.0,,350.0,
Company-1553,Salesperson14,160.0,182.0,,,,,160.0,,,,,,182.0,
Company-1554,Salesperson9,244.0,68.0,,,,,244.0,,,,,,68.0,
Company-1555,Salesperson7,4848.0,9879.0,1359.0,2284.0,0.0,0.0,1205.0,,1752.0,3026.0,2664.0,1119.0,1318.0,
Company-1556,Salesperson5,1475.0,1249.0,,,,,,1475.0,,,,,,1249.0
Company-1557,Salesperson8,2501.0,1244.0,,,1406.0,1095.0,,,,,1028.0,216.0,,
Company-1558,Salesperson8,7545.0,2339.0,,766.0,2634.0,,1996.0,2149.0,,282.0,970.0,,753.0,334.0
Company-1559,Salesperson8,111.0,124.0,111.0,,,,,,124.0,,,,,
Company-156,Salesperson8,11171.0,1950.0,,,7974.0,336.0,2861.0,,,,870.0,80.0,1000.0,
Company-1560,Salesperson6,823.0,686.0,823.0,,,,,,686.0,,,,,
Company-1561,Salesperson13,1233.0,2311.0,,,257.0,976.0,,,,,412.0,1899.0,,
Company-1562,Salesperson6,395.0,54.0,,,,,,395.0,,,,,,54.0
Company-1563,Salesperson6,633.0,362.0,475.0,,,,158.0,,278.0,,,,84.0,
Company-1564,Salesperson6,2001.0,1162.0,1253.0,,748.0,,,,190.0,,972.0,,,
Company-1565,Salesperson6,4037.0,6497.0,604.0,943.0,,2065.0,425.0,,1036.0,1316.0,,3620.0,525.0,
Company-1566,Salesperson5,1127.0,660.0,,,,450.0,677.0,,,,,454.0,206.0,
Company-1567,Salesperson9,432.0,46.0,,138.0,,294.0,,,,12.0,,34.0,,
Company-1568,Salesperson9,610.0,396.0,,435.0,175.0,,,,,304.0,92.0,,,
Company-1569,Salesperson8,12061.0,1993.0,3479.0,1304.0,3370.0,2118.0,1520.0,270.0,594.0,201.0,580.0,388.0,199.0,31.0
Company-157,Salesperson13,2025.0,929.0,141.0,786.0,1001.0,,97.0,,132.0,555.0,164.0,,78.0,
Company-1570,Salesperson6,5664.0,7778.0,173.0,4747.0,744.0,,,,186.0,6774.0,818.0,,,
Company-1571,Salesperson8,4334.0,1427.0,2143.0,1036.0,,998.0,,157.0,564.0,716.0,,119.0,,28.0
Company-1572,Salesperson8,819.0,634.0,,,389.0,430.0,,,,,330.0,304.0,,
Company-1573,Salesperson8,665.0,98.0,665.0,,,,,,98.0,,,,,
Company-1574,Salesperson8,2624.0,1925.0,1400.0,,1224.0,,,,1085.0,,840.0,,,
Company-1575,Salesperson4,748.0,420.0,92.0,,319.0,198.0,139.0,,94.0,,107.0,74.0,145.0,
Company-1576,Salesperson8,381.0,167.0,,381.0,,,,,,167.0,,,,
Company-1577,Salesperson10,197.0,19.0,,,197.0,,,,,,19.0,,,
Company-1578,Salesperson13,100.0,65.0,,100.0,,,,,,65.0,,,,
Company-1579,Salesperson8,1242.0,319.0,562.0,,132.0,,,548.0,137.0,,14.0,,,168.0
Company-158,Salesperson7,1846.0,936.0,,,,,,1846.0,,,,,,936.0
Company-1580,Salesperson9,1262.0,197.0,459.0,803.0,,,,,57.0,140.0,,,,
Company-1581,Salesperson7,7556.0,13305.0,3530.0,2017.0,319.0,584.0,,1106.0,5593.0,4020.0,520.0,1266.0,,1906.0
Company-1582,Salesperson8,836.0,540.0,,,498.0,338.0,,,,,325.0,215.0,,
Company-1583,Salesperson9,288.0,447.0,288.0,,,,,,447.0,,,,,
Company-1584,Salesperson13,11138.0,1140.0,,,,11138.0,,,,,,1140.0,,
Company-1585,Salesperson6,16656.0,9384.0,,,,16656.0,,,,,,9384.0,,
Company-1586,Salesperson7,25901.0,25345.0,5479.0,2828.0,4846.0,5077.0,6557.0,1114.0,4868.0,2092.0,4734.0,4397.0,8081.0,1173.0
Company-1587,Salesperson4,3828.0,1900.0,,1756.0,,2072.0,,,,882.0,,1018.0,,
Company-1588,Salesperson10,859.0,1214.0,,,,608.0,251.0,,,,,808.0,406.0,
Company-1588,Salesperson6,865.0,1332.0,865.0,,,,,,1332.0,,,,,
Company-1589,Salesperson8,737.0,1062.0,,,,,737.0,,,,,,1062.0,
Company-159,Salesperson13,1380.0,409.0,,,,1380.0,,,,,,409.0,,
Company-1590,Salesperson6,689.0,67.0,,,,689.0,,,,,,67.0,,
Company-1591,Salesperson13,794.0,160.0,,,794.0,,,,,,160.0,,,
Company-1592,Salesperson7,1675.0,632.0,415.0,430.0,415.0,415.0,,,144.0,160.0,159.0,169.0,,
Company-1593,Salesperson7,24039.0,5718.0,5621.0,6277.0,4943.0,1072.0,6022.0,104.0,1458.0,1445.0,1092.0,305.0,1304.0,114.0
Company-1594,Salesperson6,532.0,100.0,239.0,,,,293.0,,48.0,,,,52.0,
Company-1595,Salesperson13,1502.0,225.0,489.0,341.0,306.0,366.0,,,96.0,38.0,39.0,52.0,,
Company-1596,Salesperson7,11194.0,2972.0,,11194.0,,,,,,2972.0,,,,
Company-1597,Salesperson6,3918.0,4230.0,,3918.0,,,,,,4230.0,,,,
Company-1598,Salesperson13,806.0,552.0,806.0,,,,,,552.0,,,,,
Company-1599,Salesperson13,777.0,144.0,,777.0,,,,,,144.0,,,,
Company-16,Salesperson11,66.0,90.0,22.0,,,22.0,22.0,,30.0,,,30.0,30.0,
Company-160,Salesperson13,8655.0,11049.0,5293.0,1873.0,,899.0,590.0,,7454.0,1768.0,,969.0,858.0,
Company-1600,Salesperson8,143433.0,125351.0,121332.0,8081.0,13698.0,,322.0,,109313.0,7027.0,8855.0,,156.0,
Company-1601,Salesperson9,10130.0,3862.0,10130.0,,,,,,3862.0,,,,,
Company-1602,Salesperson5,864.0,1180.0,,805.0,59.0,,,,,1104.0,76.0,,,
Company-1603,Salesperson6,263.0,196.0,,263.0,,,,,,196.0,,,,
Company-1604,Salesperson5,4037.0,3959.0,710.0,636.0,,1779.0,248.0,664.0,598.0,896.0,,1658.0,175.0,632.0
Company-1605,Salesperson13,813.0,114.0,,,145.0,,384.0,284.0,,,16.0,,59.0,39.0
Company-1606,Salesperson8,148.0,105.0,,,148.0,0.0,,,,,63.0,42.0,,
Company-1607,Salesperson7,11403.0,12820.0,,4726.0,,6677.0,,,,5608.0,,7212.0,,
Company-1608,Salesperson9,423.0,296.0,246.0,,177.0,,,,194.0,,102.0,,,
Company-1609,Salesperson8,600.0,720.0,,600.0,,,,,,720.0,,,,
Company-161,Salesperson8,1362.0,582.0,475.0,460.0,,427.0,,,88.0,90.0,,404.0,,
Company-1610,Salesperson6,1188.0,708.0,,594.0,594.0,,,,,360.0,348.0,,,
Company-1611,Salesperson8,485.0,191.0,,,485.0,,,,,,191.0,,,
Company-1612,Salesperson13,3417.0,1752.0,,,,,3417.0,,,,,,1752.0,
Company-1613,Salesperson7,2968.0,4352.0,,,1517.0,,1451.0,,,,2362.0,,1990.0,
Company-1614,Salesperson7,1093.0,175.0,1093.0,,,,,,175.0,,,,,
Company-1615,Salesperson6,410.0,446.0,,,,,410.0,,,,,,446.0,
Company-1616,Salesperson5,1189.0,432.0,,1189.0,,,,,,432.0,,,,
Company-1617,Salesperson5,4610.0,2461.0,,,2045.0,2565.0,,,,,1374.0,1087.0,,
Company-1618,Salesperson5,657.0,169.0,263.0,,,,394.0,,102.0,,,,67.0,
Company-1619,Salesperson8,13336.0,2791.0,2539.0,2163.0,429.0,3230.0,3932.0,1043.0,575.0,429.0,79.0,674.0,815.0,219.0
Company-162,Salesperson13,149.0,100.0,,149.0,,,,,,100.0,,,,
Company-1620,Salesperson6,2064.0,311.0,,713.0,,,1134.0,217.0,,104.0,,,172.0,35.0
Company-1621,Salesperson6,32517.0,30864.0,8167.0,12179.0,8180.0,3828.0,163.0,,6974.0,10086.0,10084.0,3462.0,258.0,
Company-1622,Salesperson8,387.0,50.0,,,,387.0,,,,,,50.0,,
Company-1623,Salesperson13,153.0,154.0,,,,,153.0,,,,,,154.0,
Company-1624,Salesperson9,351.0,55.0,351.0,,,,,,55.0,,,,,
Company-1625,Salesperson8,2867.0,1825.0,1374.0,,555.0,938.0,,,485.0,,192.0,1148.0,,
Company-1626,Salesperson7,3438.0,2703.0,346.0,,,3092.0,,,396.0,,,2307.0,,
Company-1627,Salesperson10,27586.0,40607.0,9076.0,2324.0,4516.0,6606.0,2337.0,2727.0,13061.0,3590.0,6047.0,10237.0,3104.0,4568.0
Company-1628,Salesperson6,236.0,138.0,,236.0,,,,,,138.0,,,,
Company-1629,Salesperson6,179.0,29.0,,,,,179.0,,,,,,29.0,
Company-163,Salesperson8,1003.0,150.0,92.0,,,,911.0,,7.0,,,,143.0,
Company-1630,Salesperson7,21069.0,3120.0,,9371.0,,11698.0,,,,1570.0,,1550.0,,
Company-1631,Salesperson7,11470.0,12408.0,,3208.0,8262.0,,,,,4344.0,8064.0,,,
Company-1632,Salesperson13,3785.0,4654.0,,1592.0,,2193.0,,,,1822.0,,2832.0,,
Company-1633,Salesperson7,314.0,374.0,,153.0,161.0,,,,,196.0,178.0,,,
Company-1634,Salesperson7,25727.0,49034.0,,16754.0,,8190.0,783.0,,,28943.0,,18967.0,1124.0,
Company-1635,Salesperson7,173.0,210.0,,,,,173.0,,,,,,210.0,
Company-1636,Salesperson7,347.0,413.0,,,,,347.0,,,,,,413.0,
Company-1637,Salesperson13,5741.0,3747.0,3854.0,448.0,1022.0,,417.0,,2706.0,246.0,586.0,,209.0,
Company-1638,Salesperson6,4505.0,5634.0,2703.0,,,,1802.0,,3384.0,,,,2250.0,
Company-1639,Salesperson8,8397.0,1057.0,225.0,1780.0,,3960.0,2064.0,368.0,36.0,150.0,,560.0,263.0,48.0
Company-164,Salesperson8,1673.0,402.0,,,,,,1673.0,,,,,,402.0
Company-1640,Salesperson6,135.0,44.0,,135.0,,,,,,44.0,,,,
Company-1641,Salesperson10,139.0,166.0,,,,,139.0,,,,,,166.0,
Company-1642,Salesperson7,50.0,21.0,50.0,,,,,,21.0,,,,,
Company-1643,Salesperson9,3060.0,2052.0,1836.0,1224.0,,,,,1216.0,836.0,,,,
Company-1644,Salesperson9,2710.0,926.0,237.0,1850.0,456.0,,,167.0,162.0,612.0,80.0,,,72.0
Company-1645,Salesperson8,186.0,76.0,,,186.0,,,,,,76.0,,,
Company-1646,Salesperson7,1899.0,2440.0,,,,752.0,,1147.0,,,,980.0,,1460.0
Company-1647,Salesperson13,3092.0,1590.0,,,,,3092.0,,,,,,1590.0,
Company-1648,Salesperson4,8813.0,14268.0,8639.0,,,174.0,,,14026.0,,,242.0,,
Company-1649,Salesperson6,107.0,18.0,,107.0,,,,,,18.0,,,,
Company-165,Salesperson6,10846.0,13778.0,713.0,501.0,9632.0,,,,178.0,192.0,13408.0,,,
Company-1650,Salesperson8,169.0,55.0,,,,,,169.0,,,,,,55.0
Company-1651,Salesperson9,30864.0,37169.0,27021.0,2903.0,,940.0,,,32817.0,3374.0,,978.0,,
Company-1652,Salesperson6,3538.0,4404.0,1677.0,370.0,,,1491.0,,1810.0,518.0,,,2076.0,
Company-1653,Salesperson10,202.0,122.0,202.0,,,,,,122.0,,,,,
Company-1654,Salesperson13,88.0,35.0,,,88.0,,,,,,35.0,,,
Company-1655,Salesperson7,4815.0,3520.0,1910.0,1865.0,,1040.0,,,1340.0,1392.0,,788.0,,
Company-1656,Salesperson8,9347.0,1397.0,3050.0,989.0,900.0,2597.0,1811.0,,434.0,160.0,96.0,425.0,282.0,
Company-1657,Salesperson6,629.0,101.0,,,629.0,,,,,,101.0,,,
Company-1658,Salesperson13,448.0,676.0,,448.0,,,,,,676.0,,,,
Company-1659,Salesperson5,64202.0,33496.0,31070.0,27483.0,5649.0,,,,15510.0,15156.0,2830.0,,,
Company-166,Salesperson13,823.0,333.0,,187.0,410.0,,,226.0,,138.0,128.0,,,67.0
Company-1660,Salesperson7,5717.0,6330.0,3435.0,,,,,2282.0,3766.0,,,,,2564.0
Company-1661,Salesperson10,7392.0,11114.0,1144.0,677.0,2326.0,234.0,3011.0,,1634.0,902.0,3350.0,316.0,4912.0,
Company-1662,Salesperson6,888.0,808.0,,,,,,888.0,,,,,,808.0
Company-1663,Salesperson6,4506.0,5630.0,,461.0,,1179.0,1958.0,908.0,,788.0,,1798.0,2904.0,140.0
Company-1664,Salesperson13,3348.0,581.0,884.0,,,,2464.0,,108.0,,,,473.0,
Company-1665,Salesperson8,422.0,67.0,422.0,,,,,,67.0,,,,,
Company-1666,Salesperson6,444.0,286.0,,,,,444.0,,,,,,286.0,
Company-1667,Salesperson13,371.0,80.0,,,,371.0,,,,,,80.0,,
Company-1668,Salesperson7,932.0,1341.0,366.0,,156.0,,410.0,,561.0,,234.0,,546.0,
Company-1669,Salesperson13,2599.0,1792.0,,,2508.0,,91.0,,,,1706.0,,86.0,
Company-167,Salesperson13,15773.0,7919.0,,3608.0,4801.0,2277.0,2546.0,2541.0,,2564.0,2298.0,630.0,908.0,1519.0
Company-1670,Salesperson8,1195.0,264.0,,,,577.0,618.0,,,,,84.0,180.0,
Company-1671,Salesperson7,86.0,37.0,86.0,,,,,,37.0,,,,,
Company-1672,Salesperson5,1158.0,1548.0,,1158.0,,,,,,1548.0,,,,
Company-1673,Salesperson8,4626.0,612.0,731.0,1683.0,758.0,132.0,600.0,722.0,153.0,180.0,82.0,17.0,79.0,101.0
Company-1674,Salesperson13,587.0,83.0,100.0,,,,487.0,,21.0,,,,62.0,
Company-1675,Salesperson6,471.0,342.0,,,,471.0,,,,,,342.0,,
Company-1676,Salesperson10,10690.0,8972.0,5151.0,,1765.0,,3431.0,343.0,3122.0,,1674.0,,3676.0,500.0
Company-1677,Salesperson6,975.0,828.0,,,,,975.0,,,,,,828.0,
Company-1678,Salesperson8,2438.0,497.0,,876.0,,,1562.0,,,243.0,,,254.0,
Company-1679,Salesperson5,276.0,96.0,,,,,276.0,,,,,,96.0,
Company-168,Salesperson8,2418.0,450.0,94.0,234.0,,1635.0,455.0,,25.0,41.0,,308.0,76.0,
Company-1680,Salesperson5,214.0,195.0,,,,,214.0,,,,,,195.0,
Company-1681,Salesperson5,3771.0,2650.0,1785.0,,899.0,,1087.0,,620.0,,1062.0,,968.0,
Company-1682,Salesperson5,864.0,1160.0,864.0,,,,,,1160.0,,,,,
Company-1683,Salesperson13,94.0,52.0,,94.0,,,,,,52.0,,,,
Company-1684,Salesperson7,1937.0,1592.0,,,1937.0,,,,,,1592.0,,,
Company-1685,Salesperson8,450.0,104.0,450.0,,,,,,104.0,,,,,
Company-1686,Salesperson8,3106.0,179.0,,,2723.0,383.0,,,,,136.0,43.0,,
Company-1687,Salesperson5,141714.0,183264.0,64964.0,,43188.0,16781.0,16781.0,,66486.0,,73384.0,21704.0,21690.0,
Company-1688,Salesperson13,989.0,575.0,,,149.0,,840.0,,,,79.0,,496.0,
Company-1689,Salesperson8,9720.0,1270.0,9720.0,,,,,,1270.0,,,,,
Company-169,Salesperson6,3081.0,637.0,,,1263.0,1083.0,,735.0,,,262.0,233.0,,142.0
Company-1690,Salesperson7,404.0,326.0,,,,404.0,,,,,,326.0,,
Company-1691,Salesperson8,3975.0,1947.0,1983.0,,,1789.0,203.0,,1032.0,,,803.0,112.0,
Company-1692,Salesperson8,2741.0,384.0,,,,2741.0,,,,,,384.0,,
Company-1693,Salesperson8,92.0,7.0,92.0,,,,,,7.0,,,,,
Company-1694,Salesperson8,861.0,383.0,,,254.0,607.0,,,,,118.0,265.0,,
Company-1695,Salesperson7,115.0,70.0,115.0,,,,,,70.0,,,,,
Company-1696,Salesperson13,604.0,680.0,197.0,,95.0,143.0,169.0,,190.0,,116.0,166.0,208.0,
Company-1697,Salesperson13,119.0,52.0,,,,119.0,,,,,,52.0,,
Company-1698,Salesperson8,1671.0,467.0,,363.0,222.0,479.0,607.0,,,132.0,62.0,116.0,157.0,
Company-1699,Salesperson13,1473.0,446.0,1153.0,320.0,,,,,246.0,200.0,,,,
Company-17,Salesperson11,22353.0,45553.0,4290.0,,1277.0,16786.0,,,8416.0,,950.0,36187.0,,
Company-170,Salesperson6,6277.0,5322.0,5022.0,,1255.0,,,,4330.0,,992.0,,,
Company-1700,Salesperson6,2252.0,2586.0,115.0,253.0,1626.0,,,258.0,112.0,256.0,1874.0,,,344.0
Company-1701,Salesperson6,4568.0,4584.0,1430.0,,799.0,417.0,1092.0,830.0,1756.0,,994.0,520.0,790.0,524.0
Company-1702,Salesperson13,99.0,57.0,,,,,99.0,,,,,,57.0,
Company-1703,Salesperson8,822.0,100.0,,,722.0,100.0,,,,,91.0,9.0,,
Company-1704,Salesperson7,1726.0,2180.0,,1726.0,,,,,,2180.0,,,,
Company-1705,Salesperson7,29989.0,13179.0,19488.0,311.0,4517.0,2012.0,2596.0,1065.0,8437.0,182.0,2292.0,886.0,1030.0,352.0
Company-1706,Salesperson9,169.0,81.0,,,169.0,,,,,,81.0,,,
Company-1707,Salesperson6,559.0,450.0,,339.0,126.0,,,94.0,,306.0,88.0,,,56.0
Company-1708,Salesperson8,3215.0,349.0,2170.0,601.0,444.0,,,,239.0,66.0,44.0,,,
Company-1709,Salesperson13,304.0,59.0,,,,,,304.0,,,,,,59.0
Company-171,Salesperson8,500.0,284.0,500.0,,,,,,284.0,,,,,
Company-1710,Salesperson13,126.0,54.0,,,126.0,,,,,,54.0,,,
Company-1711,Salesperson13,3625.0,7148.0,3625.0,,,,,,7148.0,,,,,
Company-1712,Salesperson13,996.0,146.0,996.0,,,,,,146.0,,,,,
Company-1713,Salesperson7,13277.0,17080.0,13277.0,,,,,,17080.0,,,,,
Company-1714,Salesperson13,3883.0,4748.0,572.0,1617.0,,823.0,703.0,168.0,696.0,1972.0,,1239.0,815.0,26.0
Company-1715,Salesperson6,2972.0,3606.0,2069.0,,,561.0,342.0,,2482.0,,,670.0,454.0,
Company-1716,Salesperson13,225.0,48.0,,,,,225.0,,,,,,48.0,
Company-1717,Salesperson9,328.0,192.0,,,328.0,,,,,,192.0,,,
Company-1718,Salesperson14,7278.0,6721.0,3045.0,750.0,,780.0,2703.0,,2906.0,658.0,,676.0,2481.0,
Company-1719,Salesperson8,119.0,26.0,119.0,,,,,,26.0,,,,,
Company-172,Salesperson13,257.0,174.0,,163.0,94.0,,,,,130.0,44.0,,,
Company-1720,Salesperson6,267.0,106.0,142.0,,125.0,,,,53.0,,53.0,,,
Company-1721,Salesperson6,30816.0,22363.0,6466.0,1997.0,5721.0,11397.0,3377.0,1858.0,4778.0,1510.0,6648.0,5030.0,2471.0,1926.0
Company-1722,Salesperson10,5911.0,5380.0,,,,5911.0,,,,,,5380.0,,
Company-1723,Salesperson6,1119.0,2242.0,980.0,139.0,,,,,2046.0,196.0,,,,
Company-1724,Salesperson6,40150.0,46095.0,15279.0,3647.0,7139.0,8837.0,5248.0,,18660.0,3418.0,9139.0,9030.0,5848.0,
Company-1725,Salesperson6,1375.0,671.0,,449.0,772.0,,154.0,,,558.0,95.0,,18.0,
Company-1726,Salesperson13,1083.0,1578.0,,,,1083.0,,,,,,1578.0,,
Company-1727,Salesperson13,9454.0,1627.0,,3248.0,2791.0,,3415.0,,,570.0,483.0,,574.0,
Company-1728,Salesperson6,2538.0,578.0,835.0,,,,1568.0,135.0,196.0,,,,354.0,28.0
Company-1729,Salesperson6,1287.0,216.0,1287.0,,,,,,216.0,,,,,
Company-173,Salesperson13,8566.0,2091.0,,3981.0,1504.0,738.0,2343.0,,,648.0,913.0,148.0,382.0,
Company-1730,Salesperson13,2165.0,2774.0,,2165.0,,,,,,2774.0,,,,
Company-1731,Salesperson8,746.0,357.0,,96.0,,,,650.0,,32.0,,,,325.0
Company-1732,Salesperson8,1100.0,184.0,,,,,1100.0,,,,,,184.0,
