Company,Month,Day,YR,Grade,QTY,OD_or_H,ID_or_W,Len,Cond,Shape,Pounds Shipped,Sales,Salesperson,Customer Part #,Item,SO #,cut,M
Company-1348,5,4,2020,65-45-12,1,7,,22,A/C,RND,236,101,Salesperson6,385986,385986,5894,,R
Company-916,4,2,2020,65-45-12,1,7,,24,A/C,RND,248,233,Salesperson6,385501,385501,3347,SAW CUT,
Company-1738,6,26,2020,65-45-12,1,7,,24,A/C,RND,250,185,Salesperson4,393056,393056,10051,SAW CUT,
Company-1627,7,6,2020,65-45-12,1,7,,24,A/C,RND,250,181,Salesperson10,393681,393681,10540,SAW CUT,
Company-1738,7,29,2020,65-45-12,1,7,,24.25,A/C,RND,252,187,Salesperson4,395214,395214,12447,SAW CUT,
Company-873,5,27,2020,65-45-12,1,7,,30,A/C,RND,313,393,Salesperson5,390311,390311,7646,SAW CUT,
Company-1315,6,29,2020,65-45-12,1,7,,36,A/C,RND,380,319,Salesperson13,393188,393188,10140,SAW CUT,
Company-1738,4,29,2020,65-45-12,1,7,,36.25,A/C,RND,378,258,Salesperson4,386622,386622,5626,SAW CUT,
Company-918,4,28,2020,65-45-12,1,7,,38,A/C,RND,398,269,Salesperson7,387669,387669,5450,SAW CUT,
Company-542,7,1,2020,65-45-12,1,7,,60,A/C,RND,626,477,Salesperson6,393555,393555,10298,SAW CUT,
Company-952,3,4,2020,65-45-12,1,7,,72,A/C,RND,780,628,Salesperson8,D0004360,D0004360,202,,M
Company-56,3,10,2020,65-45-12,2,7,,72,A/C,RND,1558,964,Salesperson2,271AP0004,D0004360,704,,M
Company-938,3,10,2020,65-45-12,2,7,,72,A/C,RND,1544,805,Salesperson7,743007A,D0004360,787,,M
Company-1388,3,10,2020,65-45-12,1,7,,72,A/C,RND,778,443,Salesperson7,893000700,D0004360,825,,M
Company-889,3,11,2020,65-45-12,1,7,,72,A/C,RND,780,692,Salesperson13,D0004360,D0004360,946,,M
Company-1459,3,12,2020,65-45-12,4,7,,72,A/C,RND,3123,2447,Salesperson9,D0004360,D0004360,1121,,M
Company-740,3,13,2020,65-45-12,1,7,,72,A/C,RND,800,490,Salesperson7,D0004360,D0004360,1229,,M
Company-938,3,13,2020,65-45-12,3,7,,72,A/C,RND,2342,1207,Salesperson7,743007A,D0004360,1250,,M
Company-56,3,18,2020,65-45-12,3,7,,72,A/C,RND,2340,1446,Salesperson2,271AP0004,D0004360,1733,,M
Company-858,3,19,2020,65-45-12,2,7,,72,A/C,RND,1556,1174,Salesperson8,2451623,D0004360,1951,,M
Company-45,3,23,2020,65-45-12,3,7,,72,A/C,RND,4698,1131,Salesperson11,D0004360,D0004360,2185,,M
Company-61,3,23,2020,65-45-12,3,7,,72,A/C,RND,4692,1131,Salesperson11,4512700,D0004360,73,,M
Company-61,3,23,2020,65-45-12,3,7,,72,A/C,RND,4684,1131,Salesperson12,4512700,D0004360,1579,,M
Company-62,3,23,2020,65-45-12,23,7,,72,A/C,RND,17938,10598,Salesperson11,2900016,D0004360,2199,,M
Company-468,3,23,2020,65-45-12,1,7,,72,A/C,RND,777,669,Salesperson9,D0004360,D0004360,2236,,M
Company-45,3,25,2020,65-45-12,3,7,,72,A/C,RND,2332,1077,Salesperson12,D0004360,D0004360,2477,,M
Company-1388,3,26,2020,65-45-12,3,7,,72,A/C,RND,2306,1329,Salesperson7,893000700,D0004360,2730,,M
Company-1459,3,26,2020,65-45-12,3,7,,72,A/C,RND,2340,1674,Salesperson9,D0004360,D0004360,2734,,M
Company-1860,3,26,2020,65-45-12,5,7,,72,A/C,RND,3933,2450,Salesperson7,D0004360,D0004360,2752,,M
Company-335,3,27,2020,65-45-12,1,7,,72,A/C,RND,774,490,Salesperson6,D0004360,D0004360,2797,,M
Company-190,3,30,2020,65-45-12,1,7,,72,A/C,RND,782,674,Salesperson8,D0004360,D0004360,2908,,M
Company-61,4,1,2020,65-45-12,3,7,,72,A/C,RND,2318,1131,Salesperson11,4512700,D0004360,3166,,M
Company-447,4,2,2020,65-45-12,1,7,,72,A/C,RND,775,491,Salesperson8,D0004360,D0004360,3329,,M
Company-49,4,3,2020,65-45-12,24,7,,72,A/C,RND,18727,11146,Salesperson2,2900016,D0004360,3408,,M
Company-1239,4,3,2020,65-45-12,1,7,,72,A/C,RND,776,559,Salesperson8,D0004360,D0004360,3477,,M
Company-1672,4,3,2020,65-45-12,2,7,,72,A/C,RND,1548,1158,Salesperson5,D0004360,D0004360,3518,,M
Company-56,4,6,2020,65-45-12,2,7,,72,A/C,RND,1562,971,Salesperson2,271AP0004,D0004360,3562,,M
Company-1228,4,6,2020,65-45-12,2,7,,72,A/C,RND,1562,1026,Salesperson13,D0004360,D0004360,3627,,M
Company-938,4,9,2020,65-45-12,3,7,,72,A/C,RND,2342,1207,Salesperson7,743007A,D0004360,4050,,M
Company-938,4,9,2020,65-45-12,6,7,,72,A/C,RND,4686,2746,Salesperson7,743007A,D0004360,4053,,M
Company-1520,4,14,2020,65-45-12,1,7,,72,A/C,RND,786,523,Salesperson7,82779,D0004360,4317,,M
Company-1860,4,14,2020,65-45-12,5,7,,72,A/C,RND,3908,2450,Salesperson7,D0004360,D0004360,4328,,M
Company-858,4,16,2020,65-45-12,1,7,,72,A/C,RND,766,587,Salesperson8,2451623,D0004360,4538,,M
Company-49,4,17,2020,65-45-12,5,7,,72,A/C,RND,3912,2322,Salesperson2,2900016,D0004360,4595,,M
Company-46,4,20,2020,65-45-12,18,7,,72,A/C,RND,14125,8359,Salesperson2,D0004360,D0004360,4735,,M
Company-56,4,21,2020,65-45-12,2,7,,72,A/C,RND,1570,971,Salesperson2,271AP0004,D0004360,4825,,M
Company-1661,4,21,2020,65-45-12,1,7,,72,A/C,RND,772,473,Salesperson10,D0004360,D0004360,4919,,M
Company-858,4,23,2020,65-45-12,1,7,,72,A/C,RND,772,587,Salesperson8,2451623,D0004360,5121,,M
Company-351,4,24,2020,65-45-12,1,7,,72,A/C,RND,774,704,Salesperson8,D0004360,D0004360,5190,,M
Company-46,4,28,2020,65-45-12,9,7,,72,A/C,RND,7062,4180,Salesperson2,D0004360,D0004360,5386,,M
Company-62,4,28,2020,65-45-12,6,7,,72,A/C,RND,4690,2786,Salesperson11,2900016,D0004360,5389,,M
Company-62,4,28,2020,65-45-12,5,7,,72,A/C,RND,6256,2322,Salesperson11,2900016,D0004360,5390,,M
Company-1865,5,4,2020,65-45-12,1,7,,72,A/C,RND,780,534,Salesperson8,D0004360,D0004360,5923,,M
Company-62,5,6,2020,65-45-12,1,7,,72,A/C,RND,784,456,Salesperson2,2900016,D0004360,6066,,M
Company-938,5,8,2020,65-45-12,6,7,,72,A/C,RND,4685,2748,Salesperson7,743007A,D0004360,6339,,M
Company-49,5,11,2020,65-45-12,20,7,,72,A/C,RND,15600,9130,Salesperson2,2900016,D0004360,6406,,M
Company-49,5,28,2020,65-45-12,6,7,,72,A/C,RND,4686,2739,Salesperson5,2900016,D0004360,7701,,M
Company-56,6,2,2020,65-45-12,7,7,,72,A/C,RND,5472,3399,Salesperson2,271AP0004,D0004360,7971,,M
Company-1860,6,3,2020,65-45-12,5,7,,72,A/C,RND,3884,2554,Salesperson7,D0004360,D0004360,8172,,M
Company-62,6,5,2020,65-45-12,7,7,,72,A/C,RND,5438,3251,Salesperson2,2900016,D0004360,8285,,M
Company-976,6,5,2020,65-45-12,4,7,,72,A/C,RND,3122,2580,Salesperson9,D0004360,D0004360,8358,,M
Company-846,6,8,2020,65-45-12,2,7,,72,A/C,RND,1558,1415,Salesperson8,"45-12  7.000""",D0004360,8477,,M
Company-61,6,11,2020,65-45-12,3,7,,72,A/C,RND,2310,1131,Salesperson11,4512700,D0004360,73,,M
Company-56,6,16,2020,65-45-12,1,7,,72,A/C,RND,786,486,Salesperson2,271AP0004,D0004360,9067,,M
Company-61,6,18,2020,65-45-12,3,7,,72,A/C,RND,2344,1131,Salesperson11,4512700,D0004360,73,,M
Company-49,6,22,2020,65-45-12,11,7,,72,A/C,RND,8578,5108,Salesperson5,2900016,D0004360,9552,,M
Company-1860,6,23,2020,65-45-12,12,7,,72,A/C,RND,9364,5949,Salesperson7,D0004360,D0004360,9713,,M
Company-61,6,25,2020,65-45-12,6,7,,72,A/C,RND,4658,2262,Salesperson12,4512700,D0004360,1579,,M
Company-1722,6,25,2020,65-45-12,4,7,,72,A/C,RND,3120,2262,Salesperson10,D0004360,D0004360,9951,,M
Company-1860,7,1,2020,65-45-12,5,7,,72,A/C,RND,3910,2554,Salesperson7,D0004360,D0004360,10338,,M
Company-62,7,6,2020,65-45-12,20,7,,72,A/C,RND,15606,9331,Salesperson5,2900016,D0004360,10469,,M
Company-61,7,8,2020,65-45-12,9,7,,72,A/C,RND,7067,3393,Salesperson12,4512700,D0004360,1579,,M
Company-49,7,17,2020,65-45-12,22,7,,72,A/C,RND,17209,10264,Salesperson5,2900016,D0004360,11470,,M
Company-62,7,17,2020,65-45-12,2,7,,72,A/C,RND,1574,933,Salesperson5,2900016,D0004360,11472,,M
Company-45,7,21,2020,65-45-12,3,7,,72,A/C,RND,2374,1077,Salesperson12,D0004360,D0004360,11683,,M
Company-1860,7,22,2020,65-45-12,5,7,,72,A/C,RND,3940,2554,Salesperson7,D0004360,D0004360,11890,,M
Company-858,7,23,2020,65-45-12,1,7,,72,A/C,RND,776,593,Salesperson8,2451623,D0004360,11931,,M
Company-437,7,28,2020,65-45-12,1,7,,72,A/C,RND,770,696,Salesperson8,D0004360,D0004360,12232,,M
Company-938,7,28,2020,65-45-12,1,7,,72,A/C,RND,790,403,Salesperson7,743007A,D0004360,12257,,M
Company-45,7,31,2020,65-45-12,9,7,,72,A/C,RND,7026,3393,Salesperson12,D0004360,D0004360,12542,,M
Company-45,8,7,2020,65-45-12,3,7,,72,A/C,RND,2338,977,Salesperson12,D0004360,D0004360,13142,,M
Company-56,8,11,2020,65-45-12,1,7,,72,A/C,RND,788,478,Salesperson2,271AP0004,D0004360,13394,,M
Company-61,8,11,2020,65-45-12,6,7,,72,A/C,RND,4644,2262,Salesperson12,4512700,D0004360,1579,,M
Company-1828,8,11,2020,65-45-12,2,7,,72,A/C,RND,1554,991,Salesperson9,D0004360,D0004360,13487,,M
Company-53,4,14,2020,65-45-12,21,7,,82,A/C,RND,18524,8963,Salesperson11,D0239150,D0239150,4249,,M
Company-21,3,2,2020,65-45-12,3,7,,144,A/C,RND,4607,1804,Salesperson3,541944,D0091934,20,,M
Company-2,3,16,2020,65-45-12,3,7,,144,A/C,RND,4636,2216,Salesperson1,6013050,D0091934,1424,,M
Company-2,3,19,2020,65-45-12,3,7,,144,A/C,RND,4666,2216,Salesperson1,6013050,D0091934,1888,,M
Company-13,3,23,2020,65-45-12,3,7,,144,A/C,RND,4586,2216,Salesperson3,541944,D0091934,2173,,M
Company-28,3,24,2020,65-45-12,9,7,,144,A/C,RND,13785,6648,Salesperson3,541944,D0091934,852,,M
Company-21,3,26,2020,65-45-12,6,7,,144,A/C,RND,9216,3608,Salesperson11,541944,D0091934,2645,,M
Company-33,3,26,2020,65-45-12,6,7,,144,A/C,RND,9200,4432,Salesperson3,541944,D0091934,69,,M
Company-26,4,1,2020,65-45-12,3,7,,144,A/C,RND,4595,2110,Salesperson11,541944,D0091934,3159,,M
Company-2,4,2,2020,65-45-12,3,7,,144,A/C,RND,4594,2216,Salesperson1,6013050,D0091934,3274,,M
Company-33,4,2,2020,65-45-12,12,7,,144,A/C,RND,18410,8863,Salesperson11,541944,D0091934,3297,,M
Company-20,4,6,2020,65-45-12,6,7,,144,A/C,RND,9200,3608,Salesperson11,541944,D0091934,3553,,M
Company-26,4,9,2020,65-45-12,3,7,,144,A/C,RND,4600,2216,Salesperson17,541944,D0091934,3995,,M
Company-13,4,14,2020,65-45-12,3,7,,144,A/C,RND,4618,2216,Salesperson3,541944,D0091934,2176,,M
Company-13,5,4,2020,65-45-12,4,7,,144,A/C,RND,6132,2954,Salesperson11,541944,D0091934,5827,,M
Company-33,5,11,2020,65-45-12,6,7,,144,A/C,RND,9157,4432,Salesperson11,541944,D0091934,3792,,M
Company-2,6,8,2020,65-45-12,3,7,,144,A/C,RND,4586,2216,Salesperson1,6013050,D0091934,8444,,M
Company-28,6,10,2020,65-45-12,9,7,,144,A/C,RND,13782,6648,Salesperson11,541944,D0091934,8645,,M
Company-40,6,11,2020,65-45-12,6,7,,144,A/C,RND,9214,4342,Salesperson2,D0091934,D0091934,8784,,M
Company-2,6,12,2020,65-45-12,3,7,,144,A/C,RND,4590,2216,Salesperson1,6013050,D0091934,8867,,M
Company-33,6,19,2020,65-45-12,7,7,,144,A/C,RND,10724,5170,Salesperson11,541944,D0091934,8282,,M
Company-26,6,24,2020,65-45-12,3,7,,144,A/C,RND,4616,2110,Salesperson11,541944,D0091934,9734,,M
Company-13,6,26,2020,65-45-12,3,7,,144,A/C,RND,4606,2216,Salesperson11,541944,D0091934,9961,,M
Company-2,7,6,2020,65-45-12,6,7,,144,A/C,RND,9212,4432,Salesperson1,6013050,D0091934,10455,,M
Company-13,7,13,2020,65-45-12,3,7,,144,A/C,RND,4624,2216,Salesperson11,541944,D0091934,10942,,M
Company-40,7,20,2020,65-45-12,6,7,,144,A/C,RND,9316,4342,Salesperson2,D0091934,D0091934,11583,,M
Company-21,7,27,2020,65-45-12,3,7,,144,A/C,RND,4640,1804,Salesperson11,541944,D0091934,12091,,M
Company-33,8,4,2020,65-45-12,9,7,,144,A/C,RND,13922,6648,Salesperson11,541944,D0091934,10266,,M
Company-13,8,7,2020,65-45-12,3,7,,144,A/C,RND,4611,2216,Salesperson11,541944,D0091934,13119,,M
Company-28,8,11,2020,65-45-12,3,7,,144,A/C,RND,4590,2216,Salesperson11,541944,D0091934,13389,,M
Company-2,4,13,2020,65-45-12,12,7,,148,A/C,RND,18692,9688,Salesperson1,6013055,D0536968,4112,,
Company-61,6,18,2020,65-45-12,6,7.1,,83,A/C,RND,5624,2512,Salesperson11,D0577201,D0577201,9282,,
Company-61,6,18,2020,65-45-12,10,7.1,,133,A/C,RND,14594,6609,Salesperson11,D0577204,D0577204,9282,,
Company-343,3,6,2020,65-45-12,4,7.25,,1.375,A/C,RND,72,91,Salesperson5,381806,381806,445,SAW CUT,
Company-1842,5,21,2020,65-45-12,16,7.25,,4.625,A/C,RND,832,759,Salesperson8,D0083071,D0083071,7361,SAW CUT,
Company-1316,8,10,2020,65-45-12,2,7.25,,5,A/C,RND,113,119,Salesperson13,396895,396895,13349,SAW CUT,
Company-228,3,18,2020,65-45-12,12,7.25,,6,A/C,RND,806,710,Salesperson8,8726000,D0007445,1749,SAW CUT,
Company-228,4,22,2020,65-45-12,12,7.25,,6,A/C,RND,753,710,Salesperson8,8726000,D0007445,4956,SAW CUT,
Company-228,5,6,2020,65-45-12,12,7.25,,6,A/C,RND,808,710,Salesperson8,8726000,D0007445,6078,SAW CUT,
Company-228,7,15,2020,65-45-12,12,7.25,,6,A/C,RND,808,710,Salesperson8,8726000,D0007445,11261,SAW CUT,
Company-582,3,18,2020,65-45-12,20,7.25,,7.125,A/C,RND,1626,1334,Salesperson6,383424,383424,1812,SAW CUT,
Company-863,8,11,2020,65-45-12,15,7.25,,8,A/C,RND,1356,1167,Salesperson13,395619,395619,13429,SAW CUT,
Company-329,7,20,2020,65-45-12,2,7.25,,9.265,A/C,RND,212,221,Salesperson7,395019,395019,11608,SAW CUT,
Company-888,4,8,2020,65-45-12,1,7.25,,12,A/C,RND,131,112,Salesperson8,385076,385076,3924,SAW CUT,
Company-1715,6,3,2020,65-45-12,1,7.25,,33,A/C,RND,372,310,Salesperson6,390851,390851,8167,SAW CUT,
Company-33,3,30,2020,65-45-12,5,7.25,,72,A/C,RND,4100,2029,Salesperson11,D0004378,D0004378,2900,,M
Company-862,3,30,2020,65-45-12,4,7.25,,72,A/C,RND,3366,2110,Salesperson7,D0004378,D0004378,2973,,M
Company-33,4,21,2020,65-45-12,8,7.25,,72,A/C,RND,10934,3246,Salesperson11,D0004378,D0004378,2900,,M
Company-862,4,23,2020,65-45-12,1,7.25,,72,A/C,RND,834,527,Salesperson7,D0004378,D0004378,5125,,M
Company-62,4,28,2020,65-45-12,3,7.25,,72,A/C,RND,2520,1501,Salesperson11,2900075,D0004378,5390,,M
Company-40,5,1,2020,65-45-12,4,7.25,,72,A/C,RND,3344,1655,Salesperson2,D0004378,D0004378,5725,,M
Company-862,5,5,2020,65-45-12,2,7.25,,72,A/C,RND,1684,982,Salesperson7,D0004378,D0004378,5977,,M
Company-62,5,6,2020,65-45-12,3,7.25,,72,A/C,RND,2532,1475,Salesperson2,2900075,D0004378,6066,,M
Company-862,5,22,2020,65-45-12,1,7.25,,72,A/C,RND,842,491,Salesperson7,D0004378,D0004378,7405,,M
Company-938,5,22,2020,65-45-12,1,7.25,,72,A/C,RND,840,493,Salesperson7,743052A,D0004378,5986,,M
Company-1388,5,28,2020,65-45-12,2,7.25,,72,A/C,RND,1686,950,Salesperson7,893000725,D0004378,7771,,M
Company-1239,6,1,2020,65-45-12,2,7.25,,72,A/C,RND,1680,1203,Salesperson8,D0004378,D0004378,7946,,M
Company-862,6,4,2020,65-45-12,3,7.25,,72,A/C,RND,2524,1461,Salesperson7,D0004378,D0004378,8238,,M
Company-62,6,5,2020,65-45-12,3,7.25,,72,A/C,RND,2522,1501,Salesperson2,2900075,D0004378,8285,,M
Company-1388,6,9,2020,65-45-12,2,7.25,,72,A/C,RND,1662,950,Salesperson7,893000725,D0004378,8601,,M
Company-1388,6,17,2020,65-45-12,2,7.25,,72,A/C,RND,1684,950,Salesperson7,893000725,D0004378,9250,,M
Company-862,6,19,2020,65-45-12,4,7.25,,72,A/C,RND,3370,1762,Salesperson7,D0004378,D0004378,9478,,M
Company-938,6,19,2020,65-45-12,1,7.25,,72,A/C,RND,852,501,Salesperson7,743052A,D0004378,9486,,M
Company-49,6,22,2020,65-45-12,1,7.25,,72,A/C,RND,847,500,Salesperson5,2900075,D0004378,9552,,M
Company-61,6,25,2020,65-45-12,3,7.25,,72,A/C,RND,2524,1217,Salesperson12,D0004378,D0004378,9845,,M
Company-862,7,2,2020,65-45-12,3,7.25,,72,A/C,RND,2526,1473,Salesperson7,D0004378,D0004378,10382,,M
Company-1388,7,14,2020,65-45-12,2,7.25,,72,A/C,RND,1694,950,Salesperson7,893000725,D0004378,11159,,M
Company-938,7,17,2020,65-45-12,1,7.25,,72,A/C,RND,847,433,Salesperson7,743052A,D0004378,11133,,M
Company-1388,7,28,2020,65-45-12,2,7.25,,72,A/C,RND,1700,950,Salesperson7,893000725,D0004378,12269,,M
Company-40,7,29,2020,65-45-12,4,7.25,,72,A/C,RND,3365,1655,Salesperson2,D0004378,D0004378,12305,,M
Company-45,7,31,2020,65-45-12,2,7.25,,72,A/C,RND,1684,811,Salesperson12,D0004378,D0004378,12540,,M
Company-33,4,20,2020,65-45-12,3,7.25,,144,A/C,RND,4946,2387,Salesperson11,541945,D0084512,4729,,M
Company-33,4,28,2020,65-45-12,2,7.25,,144,A/C,RND,3282,1591,Salesperson11,541945,D0084512,4941,,M
Company-2,4,29,2020,65-45-12,1,7.25,,144,A/C,RND,1670,796,Salesperson1,6013150,D0084512,5501,,M
Company-33,5,12,2020,65-45-12,3,7.25,,144,A/C,RND,4912,2387,Salesperson11,541945,D0084512,6516,,M
Company-2,6,4,2020,65-45-12,2,7.25,,144,A/C,RND,3314,1591,Salesperson1,6013150,D0084512,8179,,M
Company-2,7,6,2020,65-45-12,1,7.25,,144,A/C,RND,1654,796,Salesperson1,6013150,D0084512,10457,,M
Company-33,7,8,2020,65-45-12,6,7.25,,144,A/C,RND,9924,4774,Salesperson11,541945,D0084512,10648,,M
Company-2,8,10,2020,65-45-12,2,7.25,,144,A/C,RND,3310,1591,Salesperson1,6013150,D0084512,13254,,M
Company-658,4,2,2020,65-45-12,524,7.5,,1.5,A/C,RND,9504,9471,Salesperson9,29L701C309B1,D0067676,3338,SAW CUT,
Company-658,5,4,2020,65-45-12,257,7.5,,1.5,A/C,RND,4786,4925,Salesperson9,29L701C309B1,D0067676,5867,SAW CUT,
Company-658,6,24,2020,65-45-12,308,7.5,,1.5,A/C,RND,5768,5961,Salesperson9,29L701C309B1,D0067676,9793,SAW CUT,
Company-344,4,13,2020,65-45-12,49,7.5,,1.7,A/C,RND,1040,840,Salesperson7,386172,386172,4144,SAW CUT,
Company-827,5,8,2020,65-45-12,6,7.5,,2.35,A/C,RND,176,162,Salesperson6,388571,388571,6332,SAW CUT,
Company-1063,4,22,2020,65-45-12,1,7.5,,2.5,A/C,RND,31,105,Salesperson8,387179,387179,5018,SAW CUT,
Company-291,8,6,2020,65-45-12,1,7.5,,2.75,A/C,RND,34,45,Salesperson6,396486,396486,13045,SAW CUT,
Company-303,3,6,2020,65-45-12,1,7.5,,2.875,A/C,RND,35,96,Salesperson10,D0052339,D0052339,443,SAW CUT,
Company-873,7,13,2020,65-45-12,1,7.5,,2.88,A/C,RND,36,66,Salesperson5,034.0750.0001FET,D0182507,11022,SAW CUT,
Company-582,4,24,2020,65-45-12,100,7.5,,3,A/C,RND,3656,3042,Salesperson6,387447,387447,5208,SAW CUT,
Company-582,5,12,2020,65-45-12,100,7.5,,3,A/C,RND,4028,3226,Salesperson6,388717,388717,6555,SAW CUT,
Company-189,6,12,2020,65-45-12,1,7.5,,3,A/C,RND,40,101,Salesperson8,391774,391774,8895,SAW CUT,
Company-858,4,2,2020,65-45-12,21,7.5,,3.25,A/C,RND,817,779,Salesperson8,2452072,D0079255,3343,SAW CUT,
Company-858,6,18,2020,65-45-12,21,7.5,,3.25,A/C,RND,822,779,Salesperson8,2452072,D0079255,9326,SAW CUT,
Company-858,7,23,2020,65-45-12,21,7.5,,3.25,A/C,RND,821,786,Salesperson8,2452072,D0079255,11930,SAW CUT,
Company-740,4,20,2020,65-45-12,1,7.5,,4,A/C,RND,50,52,Salesperson7,D0006572,D0006572,4766,SAW CUT,
Company-350,6,25,2020,65-45-12,2,7.5,,4,A/C,RND,96,89,Salesperson7,D0006572,D0006572,9863,SAW CUT,
Company-350,8,11,2020,65-45-12,2,7.5,,4,A/C,RND,100,89,Salesperson7,D0006572,D0006572,13408,SAW CUT,
Company-81,4,16,2020,65-45-12,125,7.5,,6.12,A/C,RND,9244,6738,Salesperson7,386156,386156,4488,SAW CUT,
Company-740,7,31,2020,65-45-12,1,7.5,,8,A/C,RND,100,80,Salesperson7,395794,395794,12594,SAW CUT,
Company-875,5,11,2020,65-45-12,4,7.5,,11.75,A/C,RND,570,497,Salesperson13,12474CTL,D0051353,6453,SAW CUT,
Company-875,7,28,2020,65-45-12,12,7.5,,11.75,A/C,RND,1708,1515,Salesperson13,12474CTL,D0051353,12247,SAW CUT,
Company-1298,7,13,2020,65-45-12,1,7.5,,12,A/C,RND,146,98,Salesperson6,394282,394282,11041,SAW CUT,
Company-1383,3,13,2020,65-45-12,2,7.5,,18,A/C,RND,440,495,Salesperson8,D0007054,D0007054,1329,SAW CUT,
Company-875,6,10,2020,65-45-12,3,7.5,,18.6,A/C,RND,651,520,Salesperson13,391573,391573,8736,SAW CUT,
Company-541,3,13,2020,65-45-12,1,7.5,,30,A/C,RND,348,290,Salesperson6,382615,382615,1206,SAW CUT,
Company-875,5,26,2020,65-45-12,5,7.5,,31.41,A/C,RND,1894,1982,Salesperson13,120033CTLH,D0548130,7500,SAW CUT,
Company-875,6,23,2020,65-45-12,2,7.5,,31.41,A/C,RND,748,793,Salesperson13,120033CTLH,D0548130,9658,SAW CUT,
Company-875,5,11,2020,65-45-12,2,7.5,,32.44,A/C,RND,778,715,Salesperson13,120049CTLH,D0558206,6453,SAW CUT,
Company-875,6,10,2020,65-45-12,2,7.5,,32.44,A/C,RND,782,704,Salesperson13,120049CTLH,D0558206,8735,SAW CUT,
Company-895,6,17,2020,65-45-12,1,7.5,,48,A/C,RND,576,577,Salesperson13,392288,392288,9225,SAW CUT,
Company-61,3,3,2020,65-45-12,3,7.5,,72,A/C,RND,5396,1177069,Salesperson11,4512750,D0005080,73,,M
Company-61,3,3,2020,65-45-12,3,7.5,,72,A/C,RND,5396,1177069,Salesperson11,4512750,D0005080,75,,M
Company-1517,3,4,2020,65-45-12,2,7.5,,72,A/C,RND,1798,1094,Salesperson7,D0005080,D0005080,211,,M
Company-45,3,6,2020,65-45-12,3,7.5,,72,A/C,RND,2696,1300,Salesperson12,D0005080,D0005080,407,,M
Company-724,3,13,2020,65-45-12,1,7.5,,72,A/C,RND,898,760,Salesperson8,D0005080,D0005080,1226,,M
Company-938,3,13,2020,65-45-12,2,7.5,,72,A/C,RND,1810,909,Salesperson7,743027A,D0005080,1244,,M
Company-1520,3,13,2020,65-45-12,13,7.5,,72,A/C,RND,11714,7827,Salesperson7,83117,D0005080,981,,M
Company-45,3,16,2020,65-45-12,3,7.5,,72,A/C,RND,2648,1300,Salesperson12,D0005080,D0005080,1437,,M
Company-45,3,17,2020,65-45-12,3,7.5,,72,A/C,RND,2646,1300,Salesperson12,D0005080,D0005080,1571,,M
Company-61,3,17,2020,65-45-12,12,7.5,,72,A/C,RND,10624,5202,Salesperson12,4512750,D0005080,1579,,M
Company-62,3,23,2020,65-45-12,6,7.5,,72,A/C,RND,8123,3184,Salesperson11,2900014,D0005080,2199,,M
Company-938,3,23,2020,65-45-12,1,7.5,,72,A/C,RND,905,455,Salesperson7,743027A,D0005080,2266,,M
Company-938,3,23,2020,65-45-12,1,7.5,,72,A/C,RND,905,527,Salesperson7,743027A,D0005080,2272,,M
Company-862,4,2,2020,65-45-12,1,7.5,,72,A/C,RND,900,564,Salesperson7,D0005080,D0005080,3345,,M
Company-49,4,3,2020,65-45-12,2,7.5,,72,A/C,RND,1800,1068,Salesperson2,2900014,D0005080,3408,,M
Company-938,4,9,2020,65-45-12,1,7.5,,72,A/C,RND,900,527,Salesperson7,743027A,D0005080,4059,,M
Company-49,4,17,2020,65-45-12,3,7.5,,72,A/C,RND,2702,1603,Salesperson2,2900014,D0005080,4595,,M
Company-1097,4,22,2020,65-45-12,1,7.5,,72,A/C,RND,898,926,Salesperson8,D0005080,D0005080,5020,,M
Company-724,4,24,2020,65-45-12,1,7.5,,72,A/C,RND,894,647,Salesperson8,D0005080,D0005080,5226,,M
Company-938,4,27,2020,65-45-12,2,7.5,,72,A/C,RND,1803,1053,Salesperson7,743027A,D0005080,5343,,M
Company-62,4,28,2020,65-45-12,3,7.5,,72,A/C,RND,2682,1603,Salesperson11,2900014,D0005080,5390,,M
Company-938,5,1,2020,65-45-12,3,7.5,,72,A/C,RND,2700,1580,Salesperson7,743027A,D0005080,5791,,M
Company-62,5,6,2020,65-45-12,3,7.5,,72,A/C,RND,2676,1575,Salesperson2,2900014,D0005080,6066,,M
Company-49,5,11,2020,65-45-12,8,7.5,,72,A/C,RND,7192,4199,Salesperson2,2900014,D0005080,6406,,M
Company-62,5,14,2020,65-45-12,3,7.5,,72,A/C,RND,2782,1575,Salesperson2,2900014,D0005080,6773,,M
Company-938,5,22,2020,65-45-12,1,7.5,,72,A/C,RND,894,527,Salesperson7,743027A,D0005080,7412,,M
Company-62,6,5,2020,65-45-12,3,7.5,,72,A/C,RND,2710,1603,Salesperson2,2900014,D0005080,8285,,M
Company-862,6,9,2020,65-45-12,1,7.5,,72,A/C,RND,904,525,Salesperson7,D0005080,D0005080,8352,,M
Company-938,6,12,2020,65-45-12,3,7.5,,72,A/C,RND,2704,1606,Salesperson7,743027A,D0005080,7414,,M
Company-938,6,19,2020,65-45-12,2,7.5,,72,A/C,RND,1802,1071,Salesperson7,743027A,D0005080,9486,,M
Company-49,6,22,2020,65-45-12,2,7.5,,72,A/C,RND,1809,1068,Salesperson5,2900014,D0005080,9552,,M
